timestamp,temp,rssi,snr,press,lon,lat,alt
1776092392.9702158,16.6,-92.0,6.3,905.0,16.6862,49.7528,957.6
1776092393.0765445,16.9,-93.0,6.7,905.1,16.6862,49.7529,955.7
1776092393.1888878,16.9,-94.0,7.2,905.3,16.6862,49.7529,953.7
1776092393.3051467,17.1,-93.0,7.0,905.4,16.6862,49.7529,952.9
1776092393.413859,17.4,-92.0,7.2,905.5,16.6863,49.7529,951.4
1776092393.5284243,17.6,-92.0,7.7,905.7,16.6863,49.7529,949.5
1776092393.6370423,17.6,-90.0,8.1,905.8,16.6864,49.7529,948.2
1776092393.7392297,17.6,-89.0,7.8,905.9,16.6864,49.753,947.4
1776092393.8478725,17.8,-87.0,7.7,906.1,16.6864,49.753,946.2
1776092393.9506676,18.1,-85.0,8.1,906.1,16.6865,49.7531,945.3
1776092394.0616863,18.2,-84.0,7.8,906.3,16.6866,49.7532,944.8
1776092394.1732862,18.3,-84.0,7.6,906.4,16.6866,49.7532,942.8
1776092394.2777345,18.1,-86.0,8.0,906.6,16.6867,49.7532,942.2
1776092394.3810358,18.2,-85.0,7.9,906.6,16.6868,49.7533,940.6
1776092394.4882333,18.1,-84.0,7.8,906.8,16.6869,49.7534,938.6
1776092394.598489,18.0,-85.0,8.1,906.9,16.6869,49.7534,937.7
1776092394.7007437,18.2,-84.0,8.4,907.0,16.6869,49.7534,936.2
1776092394.8076296,18.4,-86.0,8.8,907.2,16.6869,49.7534,935.5
1776092394.9116678,18.4,-87.0,9.1,907.3,16.6869,49.7534,933.9
1776092395.014544,18.4,-89.0,9.6,907.5,16.6869,49.7534,933.3
1776092395.1207778,18.6,-88.0,9.2,907.7,16.687,49.7534,931.4
1776092395.2360609,18.5,-90.0,9.5,907.8,16.687,49.7535,930.7
1776092395.3472502,18.7,-90.0,9.8,907.8,16.6871,49.7536,929.1
1776092395.4541197,18.7,-92.0,9.4,908.0,16.6871,49.7536,928.4
1776092395.5616543,18.9,-90.0,9.3,908.1,16.6872,49.7537,927.2
1776092395.6672173,19.1,-92.0,9.6,908.3,16.6873,49.7537,925.4
1776092395.772776,19.2,-94.0,9.9,908.4,16.6873,49.7537,923.8
1776092395.8760326,19.3,-94.0,9.7,908.6,16.6873,49.7538,921.9
1776092395.9782295,19.6,-94.0,9.4,908.6,16.6873,49.7539,920.8
1776092396.0809464,19.8,-92.0,9.8,908.7,16.6873,49.7539,919.4
1776092396.1870415,20.0,-94.0,9.4,908.9,16.6873,49.754,918.7
1776092396.2903335,19.8,-94.0,9.3,909.1,16.6873,49.754,917.8
1776092396.3923368,19.6,-96.0,9.7,909.3,16.6873,49.754,916.9
1776092396.4955335,19.7,-97.0,9.5,909.3,16.6873,49.7541,915.8
1776092396.602196,19.8,-98.0,9.9,909.5,16.6873,49.7542,914.6
1776092396.704204,20.0,-99.0,10.0,909.7,16.6873,49.7542,913.7
1776092396.8095312,19.9,-99.0,9.7,909.8,16.6874,49.7542,912.0
1776092396.9134152,20.0,-99.0,9.3,909.9,16.6873,49.7543,910.9
1776092397.0153892,20.3,-100.0,9.3,910.0,16.6873,49.7544,909.4
1776092397.124452,20.3,-101.0,8.9,910.1,16.6874,49.7544,908.7
1776092397.2276511,20.4,-101.0,8.6,910.2,16.6875,49.7544,907.6
1776092397.3294728,20.5,-100.0,9.1,910.4,16.6875,49.7545,906.7
1776092397.4393885,20.8,-99.0,8.7,910.5,16.6875,49.7546,905.0
1776092397.5422843,20.6,-100.0,8.4,910.6,16.6875,49.7546,903.1
1776092397.6473613,20.9,-102.0,8.9,910.7,16.6875,49.7546,902.6
1776092397.7509527,20.7,-103.0,9.3,910.8,16.6876,49.7545,901.9
1776092397.8535619,20.6,-102.0,8.9,910.9,16.6876,49.7546,900.9
1776092397.954917,20.7,-103.0,9.2,911.0,16.6877,49.7547,900.3
1776092398.0632124,20.6,-103.0,8.8,911.1,16.6877,49.7548,899.8
1776092398.1724322,20.4,-103.0,8.7,911.2,16.6878,49.7548,898.3
1776092398.2746224,20.3,-102.0,9.1,911.3,16.6878,49.7548,896.3
1776092398.3784523,20.3,-102.0,9.3,911.4,16.6879,49.7547,894.6
1776092398.4817357,20.3,-104.0,9.7,911.5,16.6879,49.7547,893.8
1776092398.585552,20.5,-102.0,10.0,911.6,16.6879,49.7548,892.7
1776092398.6900694,20.4,-102.0,9.6,911.7,16.688,49.7548,891.6
1776092398.7950215,20.6,-102.0,9.8,911.9,16.6881,49.7548,890.8
1776092398.897173,20.7,-103.0,9.8,912.1,16.6881,49.7548,889.4
1776092399.0005717,20.9,-102.0,10.0,912.2,16.6882,49.7548,888.3
1776092399.102062,20.8,-100.0,9.9,912.3,16.6882,49.7548,887.7
1776092399.2040663,20.7,-100.0,9.5,912.4,16.6882,49.7548,886.9
1776092399.3120964,21.0,-98.0,9.2,912.6,16.6883,49.7548,885.0
1776092399.4175985,20.9,-97.0,9.5,912.7,16.6883,49.7548,883.9
1776092399.5207984,20.9,-97.0,10.0,912.9,16.6883,49.7549,882.1
1776092399.6301713,21.0,-98.0,10.4,913.1,16.6884,49.7549,880.9
1776092399.732447,21.1,-96.0,10.4,913.2,16.6884,49.755,879.9
1776092399.8369267,20.9,-95.0,10.7,913.3,16.6884,49.755,878.4
1776092399.9423084,20.8,-94.0,10.5,913.4,16.6885,49.755,877.3
1776092400.050432,20.6,-96.0,10.6,913.5,16.6886,49.755,876.5
1776092400.1528368,20.5,-97.0,10.8,913.6,16.6887,49.755,875.8
1776092400.256628,20.6,-97.0,10.3,913.7,16.6887,49.755,875.0
1776092400.358429,20.7,-95.0,10.2,913.9,16.6887,49.755,874.0
1776092400.4628572,20.6,-94.0,10.7,914.0,16.6888,49.7551,873.5
1776092400.5677168,20.6,-96.0,10.7,914.2,16.6889,49.7551,871.6
1776092400.6707816,20.5,-95.0,10.7,914.4,16.6889,49.7552,870.4
1776092400.7747436,20.6,-96.0,10.4,914.6,16.6889,49.7551,869.4
1776092400.8777688,20.7,-96.0,10.7,914.7,16.6889,49.7551,868.9
1776092400.979094,20.6,-98.0,10.7,914.8,16.6889,49.7552,867.5
1776092401.0822594,20.7,-99.0,10.6,914.9,16.6889,49.7553,866.1
1776092401.1911943,21.0,-99.0,10.1,915.1,16.689,49.7553,864.3
1776092401.2928119,20.8,-100.0,10.1,915.3,16.6889,49.7552,862.6
1776092401.395225,21.0,-98.0,10.0,915.4,16.689,49.7553,861.2
1776092401.5031881,21.0,-99.0,10.2,915.4,16.6889,49.7553,860.5
1776092401.6052785,21.1,-97.0,10.5,915.5,16.6889,49.7554,859.8
1776092401.708329,21.0,-99.0,10.1,915.6,16.6889,49.7554,858.3
1776092401.8152022,20.9,-100.0,9.9,915.7,16.6889,49.7555,856.7
1776092401.916575,21.1,-102.0,9.9,915.8,16.689,49.7556,855.1
1776092402.018219,21.2,-101.0,9.7,916.0,16.6891,49.7556,853.5
1776092402.1241705,21.4,-100.0,10.1,916.0,16.6892,49.7556,852.6
1776092402.2309606,21.5,-100.0,10.1,916.1,16.6892,49.7556,851.2
1776092402.3332605,21.4,-100.0,10.0,916.3,16.6892,49.7557,850.1
1776092402.4361959,21.7,-98.0,9.6,916.4,16.6892,49.7558,849.3
1776092402.537712,21.5,-97.0,9.3,916.6,16.6892,49.7558,848.1
1776092402.639319,21.5,-97.0,9.2,916.7,16.6893,49.7558,846.6
1776092402.7426429,21.4,-96.0,9.1,916.8,16.6893,49.7559,845.9
1776092402.8438873,21.7,-96.0,8.7,917.0,16.6893,49.756,844.1
1776092402.945348,21.6,-94.0,8.9,917.1,16.6893,49.7561,842.1
1776092403.0477366,21.7,-93.0,8.7,917.3,16.6894,49.7561,840.1
1776092403.1510565,21.6,-92.0,9.1,917.4,16.6894,49.756,838.4
1776092403.2528028,21.8,-90.0,9.5,917.5,16.6893,49.7561,837.1
1776092403.35432,21.9,-89.0,9.3,917.7,16.6893,49.7561,836.2
1776092403.4564478,22.1,-89.0,9.1,917.8,16.6894,49.756,835.6
1776092403.5591884,22.0,-87.0,9.1,917.9,16.6894,49.756,834.8
1776092403.684875,22.3,-88.0,9.3,918.1,16.6895,49.756,833.7
1776092403.7964168,22.1,-90.0,9.2,918.2,16.6895,49.7561,832.4
1776092403.9052958,22.3,-92.0,9.4,918.4,16.6895,49.7561,831.9
1776092404.0158153,22.5,-93.0,9.8,918.5,16.6895,49.7562,830.7
1776092404.1220376,22.7,-94.0,10.3,918.7,16.6896,49.7562,828.8
1776092404.2293925,22.9,-93.0,9.8,918.8,16.6896,49.7562,828.3
1776092404.3388789,22.7,-91.0,9.8,918.9,16.6896,49.7562,826.5
1776092404.4403057,22.8,-92.0,9.5,919.0,16.6897,49.7562,825.1
1776092404.5418298,22.9,-93.0,9.7,919.1,16.6897,49.7562,824.4
1776092404.6444182,23.0,-91.0,10.0,919.2,16.6897,49.7562,823.9
1776092404.7519174,23.0,-91.0,10.0,919.4,16.6898,49.7563,822.1
1776092404.8579626,22.9,-93.0,9.8,919.4,16.6898,49.7563,820.9
1776092404.961621,23.1,-92.0,9.7,919.5,16.6898,49.7564,819.8
1776092405.0661259,23.2,-93.0,9.9,919.6,16.6898,49.7564,818.2
1776092405.169898,23.1,-94.0,9.6,919.7,16.6898,49.7564,817.6
1776092405.2717645,23.1,-96.0,9.7,919.9,16.6898,49.7564,816.2
1776092405.3770099,23.2,-96.0,10.2,920.0,16.6898,49.7563,815.2
1776092405.4822156,23.2,-95.0,10.0,920.2,16.6899,49.7564,814.4
1776092405.5855756,23.1,-93.0,10.4,920.3,16.6899,49.7565,812.5
1776092405.689558,23.0,-94.0,10.3,920.4,16.6898,49.7566,811.5
1776092405.791403,23.0,-95.0,10.1,920.6,16.6899,49.7566,810.2
1776092405.8929012,23.1,-97.0,10.4,920.7,16.69,49.7566,809.6
1776092406.000058,23.3,-99.0,10.2,920.9,16.6899,49.7566,808.7
1776092406.1019115,23.2,-100.0,10.6,921.0,16.69,49.7566,807.8
1776092406.2055626,23.2,-100.0,10.7,921.1,16.6901,49.7567,806.5
1776092406.3116772,23.1,-101.0,11.2,921.3,16.6901,49.7568,805.6
1776092406.4208946,23.2,-102.0,11.3,921.3,16.6901,49.7568,804.6
1776092406.5227737,23.4,-102.0,11.3,921.4,16.6901,49.7568,803.3
1776092406.6274924,23.5,-100.0,11.2,921.5,16.6902,49.7568,802.3
1776092406.7295814,23.4,-101.0,10.7,921.7,16.6902,49.7568,800.4
1776092406.8310773,23.3,-103.0,10.7,921.9,16.6902,49.7569,799.3
1776092406.9347286,23.3,-105.0,10.4,922.0,16.6903,49.757,797.5
1776092407.0375035,23.2,-106.0,10.5,922.2,16.6902,49.757,797.0
1776092407.1428437,23.4,-108.0,10.2,922.3,16.6903,49.757,796.1
1776092407.2483587,23.6,-106.0,9.8,922.4,16.6904,49.7571,794.7
1776092407.3615413,23.4,-107.0,9.4,922.4,16.6905,49.7571,794.2
1776092407.4657228,23.5,-108.0,9.8,922.6,16.6905,49.7571,793.3
1776092407.5683386,23.5,-106.0,9.9,922.6,16.6905,49.7572,791.6
1776092407.6703558,23.7,-104.0,9.9,922.7,16.6906,49.7571,790.3
1776092407.775277,23.8,-103.0,10.2,922.8,16.6905,49.7572,788.9
1776092407.8783407,24.0,-102.0,10.5,922.8,16.6905,49.7572,787.1
1776092407.982282,24.1,-102.0,10.0,923.0,16.6905,49.7573,786.4
1776092408.0852547,24.4,-100.0,10.5,923.1,16.6906,49.7573,785.2
1776092408.194325,24.3,-100.0,10.6,923.2,16.6907,49.7574,783.5
1776092408.2960258,24.4,-102.0,10.5,923.4,16.6906,49.7575,781.6
1776092408.3996067,24.3,-101.0,10.6,923.5,16.6907,49.7575,779.9
1776092408.5120997,24.4,-102.0,10.2,923.7,16.6908,49.7575,778.5
1776092408.6211069,24.4,-104.0,10.5,923.8,16.6908,49.7576,777.7
1776092408.7245467,24.5,-105.0,10.9,923.9,16.6908,49.7577,775.9
1776092408.831805,24.7,-103.0,11.3,924.0,16.6908,49.7578,774.1
1776092408.9468384,24.8,-102.0,11.3,924.1,16.6909,49.7578,772.5
1776092409.0534046,24.9,-100.0,11.7,924.2,16.691,49.7577,771.3
1776092409.157089,24.9,-102.0,11.9,924.2,16.691,49.7577,769.7
1776092409.2594001,24.9,-104.0,12.1,924.3,16.691,49.7577,768.5
1776092409.366293,25.0,-104.0,12.5,924.5,16.691,49.7576,767.0
1776092409.478687,24.9,-102.0,12.2,924.5,16.6911,49.7577,765.9
1776092409.5908625,24.8,-102.0,12.6,924.6,16.6911,49.7577,764.2
1776092409.6950278,24.9,-102.0,12.6,924.7,16.6912,49.7578,763.7
1776092409.7972457,24.7,-103.0,12.5,924.8,16.6912,49.7577,762.1
1776092409.9058375,24.5,-104.0,12.4,925.0,16.6912,49.7578,761.5
1776092410.0087352,24.6,-105.0,12.3,925.2,16.6912,49.7577,760.6
1776092410.1181347,24.6,-104.0,12.5,925.3,16.6912,49.7578,759.3
1776092410.2197318,24.6,-103.0,12.0,925.4,16.6912,49.7578,758.0
1776092410.3220208,24.6,-105.0,11.8,925.6,16.6912,49.7578,756.2
1776092410.4259944,24.4,-106.0,11.9,925.8,16.6912,49.7578,754.9
1776092410.535902,24.4,-105.0,12.3,925.8,16.6912,49.7578,753.8
1776092410.6408458,24.7,-106.0,12.8,926.0,16.6913,49.7578,752.0
1776092410.7482064,24.7,-107.0,12.8,926.2,16.6913,49.7579,750.3
1776092410.8533447,24.9,-109.0,12.9,926.4,16.6914,49.7579,749.7
1776092410.9582064,25.1,-107.0,13.0,926.4,16.6914,49.758,749.0
1776092411.0609276,25.1,-106.0,13.0,926.5,16.6915,49.758,747.7
1776092411.1629825,25.0,-107.0,13.3,926.6,16.6914,49.7581,746.1
1776092411.2647693,24.9,-109.0,13.2,926.8,16.6914,49.7581,745.4
1776092411.366232,24.8,-111.0,13.3,926.8,16.6914,49.7582,743.4
1776092411.4708347,24.9,-110.0,13.5,927.0,16.6915,49.7582,742.2
1776092411.5756187,25.1,-112.0,13.5,927.2,16.6916,49.7583,740.9
1776092411.6826043,25.1,-112.0,13.3,927.2,16.6915,49.7583,739.3
1776092411.7883599,25.3,-113.0,13.6,927.4,16.6915,49.7583,737.3
1776092411.8918672,25.2,-111.0,13.8,927.6,16.6916,49.7583,736.7
1776092411.9998517,25.0,-110.0,13.3,927.7,16.6915,49.7584,735.2
1776092412.104399,25.1,-112.0,12.8,927.8,16.6916,49.7585,733.2
1776092412.2090926,25.4,-111.0,13.2,927.9,16.6916,49.7585,731.5
1776092412.3130913,25.5,-109.0,13.5,928.0,16.6916,49.7585,730.1
1776092412.4191785,25.4,-107.0,13.0,928.2,16.6916,49.7586,728.2
1776092412.5212245,25.6,-105.0,12.7,928.3,16.6917,49.7586,727.2
1776092412.6271925,25.6,-107.0,12.4,928.4,16.6917,49.7586,726.5
1776092412.7287388,25.5,-109.0,12.5,928.5,16.6918,49.7586,724.8
1776092412.8307667,25.3,-108.0,12.6,928.6,16.6918,49.7587,724.2
1776092412.9410138,25.2,-109.0,12.7,928.8,16.6918,49.7587,722.8
1776092413.0450878,25.4,-111.0,13.0,928.9,16.6918,49.7587,721.8
1776092413.1566207,25.6,-113.0,12.7,929.1,16.6918,49.7588,720.0
1776092413.2583156,25.5,-111.0,12.3,929.3,16.6918,49.7588,718.1
1776092413.3686104,25.5,-109.0,12.3,929.3,16.6918,49.7588,717.5
1776092413.47445,25.7,-110.0,12.7,929.5,16.6918,49.7589,715.6
1776092413.5761456,25.8,-109.0,12.5,929.7,16.6919,49.759,714.6
1776092413.680602,25.7,-110.0,12.2,929.9,16.6919,49.759,713.6
1776092413.7898703,25.9,-108.0,12.5,930.0,16.692,49.759,712.4
1776092413.8921623,26.1,-106.0,12.2,930.1,16.692,49.7591,710.9
1776092413.9972472,26.1,-107.0,12.6,930.3,16.692,49.7591,710.3
1776092414.0994213,26.2,-105.0,12.3,930.4,16.692,49.7592,709.8
1776092414.2021606,26.4,-104.0,12.7,930.6,16.6921,49.7592,708.7
1776092414.3055606,26.3,-102.0,12.6,930.7,16.6921,49.7593,707.8
1776092414.4175038,26.4,-103.0,12.8,930.9,16.6922,49.7594,706.3
1776092414.5216286,26.3,-105.0,12.8,931.0,16.6923,49.7594,705.6
1776092414.6269877,26.2,-105.0,12.4,931.1,16.6923,49.7595,704.5
1776092414.7285728,26.1,-107.0,12.3,931.3,16.6923,49.7596,702.6
1776092414.8303077,26.1,-107.0,11.9,931.4,16.6924,49.7596,701.6
1776092414.9355206,26.2,-109.0,12.4,931.5,16.6924,49.7596,700.9
1776092415.0386517,26.4,-111.0,12.2,931.5,16.6924,49.7596,700.1
1776092415.1419048,26.4,-112.0,11.9,931.7,16.6925,49.7596,698.7
1776092415.2452276,26.6,-112.0,11.6,931.7,16.6924,49.7596,697.9
1776092415.3526747,26.7,-114.0,11.4,931.9,16.6925,49.7597,697.1
1776092415.454804,26.9,-112.0,10.9,932.1,16.6925,49.7598,695.4
1776092415.5570955,26.9,-114.0,11.1,932.1,16.6925,49.7598,694.1
1776092415.6604388,27.0,-116.0,10.7,932.2,16.6925,49.7597,692.8
1776092415.7842846,27.2,-115.0,10.5,932.3,16.6925,49.7598,691.8
1776092415.8887854,27.2,-116.0,10.9,932.4,16.6925,49.7599,690.0
1776092415.9934843,27.0,-118.0,10.7,932.5,16.6926,49.7598,689.5
1776092416.1030867,27.2,-120.0,10.6,932.6,16.6926,49.7598,688.5
1776092416.206305,27.4,-118.0,10.7,932.7,16.6926,49.7599,687.4
1776092416.3117914,27.5,-119.0,10.3,932.8,16.6926,49.76,686.3
1776092416.4184983,27.5,-117.0,10.6,932.9,16.6927,49.76,684.7
1776092416.5218894,27.4,-119.0,10.5,933.0,16.6927,49.76,683.7
1776092416.6258893,27.3,-117.0,10.3,933.1,16.6928,49.7601,683.1
1776092416.7375715,27.2,-115.0,10.2,933.2,16.6929,49.7602,682.2
1776092416.8398225,27.0,-116.0,10.5,933.3,16.6929,49.7602,680.8
1776092416.9417536,27.3,-115.0,10.1,933.5,16.6929,49.7601,679.9
1776092417.0450144,27.6,-115.0,10.1,933.5,16.6929,49.7601,679.3
1776092417.1536894,27.8,-115.0,10.2,933.7,16.693,49.7602,678.6
1776092417.2554488,27.9,-116.0,9.8,933.8,16.6931,49.7602,677.7
1776092417.3717725,28.0,-115.0,9.8,934.0,16.6931,49.7603,675.9
1776092417.476286,28.0,-113.0,9.9,934.2,16.6931,49.7603,674.9
1776092417.5793095,27.8,-111.0,10.3,934.3,16.6932,49.7603,674.0
1776092417.690443,27.9,-112.0,10.5,934.4,16.6932,49.7603,673.4
1776092417.7951796,27.8,-111.0,10.9,934.5,16.6933,49.7604,672.3
1776092417.9046073,28.0,-110.0,10.8,934.6,16.6933,49.7604,671.4
1776092418.010298,28.1,-110.0,10.6,934.7,16.6933,49.7604,669.5
1776092418.1156018,28.0,-111.0,10.4,934.9,16.6934,49.7604,668.5
1776092418.2184303,28.2,-112.0,10.0,935.0,16.6935,49.7605,666.8
1776092418.3282514,28.1,-113.0,10.5,935.2,16.6935,49.7605,666.2
1776092418.4344733,28.1,-114.0,10.9,935.3,16.6936,49.7605,664.6
1776092418.5374572,28.0,-116.0,10.5,935.5,16.6936,49.7605,663.9
1776092418.6394336,28.1,-118.0,11.0,935.5,16.6937,49.7606,663.3
1776092418.7448244,28.0,-117.0,10.9,935.6,16.6937,49.7606,662.3
1776092418.8533316,28.2,-115.0,10.7,935.7,16.6937,49.7607,661.2
1776092418.9596086,28.5,-115.0,10.7,935.8,16.6937,49.7607,659.4
1776092419.062883,28.8,-115.0,10.6,936.0,16.6937,49.7607,657.6
1776092419.1640472,28.6,-117.0,11.0,936.1,16.6938,49.7607,656.9
1776092419.27378,28.5,-119.0,11.4,936.2,16.6938,49.7607,656.4
1776092419.3771782,28.4,-117.0,11.0,936.2,16.6939,49.7607,655.5
1776092419.4856439,28.2,-117.0,11.0,936.3,16.6939,49.7606,654.7
1776092419.590781,28.1,-115.0,10.6,936.4,16.694,49.7607,653.1
1776092419.6959956,28.3,-116.0,10.4,936.5,16.6941,49.7608,651.9
1776092419.8065424,28.1,-116.0,10.3,936.7,16.694,49.7608,651.2
1776092419.919814,28.3,-115.0,10.5,936.8,16.694,49.7607,649.8
1776092420.0227873,28.4,-113.0,10.2,936.9,16.694,49.7607,648.5
1776092420.130036,28.7,-115.0,9.7,937.0,16.6941,49.7607,647.5
1776092420.2331967,28.6,-116.0,9.7,937.2,16.6941,49.7608,647.0
1776092420.3381581,28.7,-117.0,10.0,937.3,16.6941,49.7609,646.4
1776092420.4412417,28.5,-118.0,10.1,937.3,16.6941,49.7608,645.7
1776092420.5467548,28.5,-116.0,10.4,937.5,16.6942,49.7608,644.4
1776092420.6513205,28.4,-118.0,10.0,937.7,16.6942,49.7608,643.6
1776092420.755888,28.4,-117.0,10.0,937.8,16.6942,49.7609,642.3
1776092420.8635106,28.6,-116.0,10.3,937.9,16.6943,49.7609,640.6
1776092420.9702976,28.6,-115.0,10.7,938.0,16.6943,49.7609,639.5
1776092421.101499,28.8,-117.0,11.1,938.2,16.6943,49.7609,638.1
1776092421.2041757,28.8,-119.0,11.2,938.3,16.6943,49.7609,636.2
1776092421.3092299,28.9,-119.0,11.3,938.4,16.6943,49.7609,634.7
1776092421.4177966,28.7,-117.0,11.8,938.5,16.6944,49.7609,634.0
1776092421.5274138,28.7,-115.0,11.9,938.6,16.6945,49.761,632.7
1776092421.6328313,29.0,-115.0,11.9,938.8,16.6946,49.761,631.2
1776092421.7411208,29.0,-117.0,12.4,938.9,16.6946,49.7609,629.4
1776092421.8554606,28.9,-119.0,12.5,939.0,16.6945,49.7609,627.9
1776092421.9620223,29.2,-120.0,12.2,939.1,16.6945,49.761,625.9
1776092422.076123,29.1,-119.0,12.0,939.2,16.6946,49.761,624.3
1776092422.1916203,29.1,-120.0,12.0,939.3,16.6946,49.761,623.7
1776092422.2938097,29.3,-119.0,11.9,939.4,16.6946,49.7611,622.1
1776092422.39736,29.6,-120.0,12.3,939.5,16.6947,49.7611,621.5
1776092422.5082076,29.7,-120.0,11.9,939.7,16.6947,49.7612,621.0
1776092422.6136844,29.6,-118.0,11.7,939.8,16.6947,49.7612,620.0
1776092422.71654,29.8,-116.0,12.2,939.9,16.6948,49.7612,619.1
1776092422.821616,30.0,-114.0,11.7,940.1,16.6947,49.7613,617.1
1776092422.9282203,29.8,-116.0,11.2,940.2,16.6948,49.7612,616.5
1776092423.0316505,29.7,-115.0,11.4,940.4,16.6948,49.7612,614.9
1776092423.1424031,29.7,-115.0,11.3,940.5,16.6948,49.7612,613.9
1776092423.249892,29.9,-113.0,11.8,940.7,16.6949,49.7613,612.6
1776092423.3522995,30.0,-114.0,11.8,940.8,16.695,49.7613,611.6
1776092423.4567132,29.8,-112.0,11.9,940.9,16.695,49.7614,610.9
1776092423.5608315,29.7,-110.0,11.6,941.0,16.695,49.7614,610.3
1776092423.6719677,29.6,-108.0,11.4,941.1,16.695,49.7615,608.4
1776092423.7750201,29.4,-106.0,11.7,941.2,16.695,49.7615,607.7
1776092423.8771815,29.6,-106.0,12.0,941.3,16.695,49.7615,607.1
1776092423.9818082,29.5,-106.0,12.0,941.4,16.695,49.7616,606.4
1776092424.088874,29.7,-107.0,11.6,941.5,16.6951,49.7616,605.6
1776092424.195534,29.7,-109.0,11.9,941.6,16.6951,49.7615,603.7
1776092424.3011036,29.8,-107.0,11.7,941.8,16.695,49.7616,602.3
1776092424.4027896,29.8,-105.0,11.8,941.9,16.6951,49.7617,601.6
1776092424.5047212,30.1,-105.0,11.6,942.0,16.6952,49.7617,600.5
1776092424.6067133,30.4,-106.0,11.9,942.1,16.6952,49.7618,599.2
1776092424.726733,30.2,-106.0,12.3,942.3,16.6952,49.7617,598.6
